activity type;reference product;code;name;unit;location;database;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market activity;packaging glass factory;53b52b49457352cecad0506f9fa67dff;market for packaging glass factory;unit;GLO;ecoinvent_3.9.1_cutoff;4290;Construction of other civil engineering projects;53269;Other constructions for manufacturing;;
market activity;maintenance, container ship;28f70da9e60e0b01b2afb576a59264e9;market for maintenance, container ship;unit;GLO;ecoinvent_3.9.1_cutoff;3315;Repair of transport equipment, except motor vehicles;87149;Maintenance and repair services of other transport equipment;;
market activity;waste glass;9f1d39a5dbe06088d1925fc71371ca21;market for waste glass;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;37111;"Glass in the mass, in balls (except microspheres), rods or tubes, unworked; waste and scrap of glass";GlasNonMetal;Glass and other non-metallic products
market activity;refrigeration machine, R134a as refrigerant;777e168e95abdec89525a88fec70d3f1;market for refrigeration machine, R134a as refrigerant;unit;GLO;ecoinvent_3.9.1_cutoff;2920;"Manufacture of bodies (coachwork) for motor vehicles; manufacture of traile";43913;Refrigerating and freezing equipment and heat pumps, except household type equipment;MachElecTrans;Metal/electronic equipments and parts
market activity;wastewater treatment facility, capacity 1.6E8l/year;5903f971a9f5d690166980f57719ebd1;market for wastewater treatment facility, capacity 1.6E8l/year;unit;GLO;ecoinvent_3.9.1_cutoff;4220;Construction of utility projects;53253;Sewage and water treatment plants;;
market activity;vermiculite;b404a5a1db5d068ce9e8e1b6331fd87e;market for vermiculite;kilogram;GLO;ecoinvent_3.9.1_cutoff;810;Quarrying of stone, sand and clay;16390;Other minerals n.e.c.;OreMinFuel;Ores, minerals & fuels
market activity;manual dismantling of electric scooter;dacc5ea26e7dcc3cad2a2edcb5de99cb;market for manual dismantling of electric scooter;unit;GLO;ecoinvent_3.9.1_cutoff;3830;Materials recovery;894;Materials recovery (recycling) services, on a fee or contract basis;;
market activity;ethylene glycol monoethyl ether;5335ca05edd8d58c2e669f097830465f;market for ethylene glycol monoethyl ether;kilogram;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;4-methyl-2-pentanone;dfccfc6ac5add71bdc79f2b637b4fbf0;market for 4-methyl-2-pentanone;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;steel removed by milling, dressing;2195687d8642c3df90c27621718fd9d9;market for steel removed by milling, dressing;kilogram;GLO;ecoinvent_3.9.1_cutoff;2592;"Treatment and coating of metals; machining";39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;lead in car shredder residue;7ba3db3ab4d071cfd4ba6a9e83c0741e;market for lead in car shredder residue;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39364;Waste and scrap of lead;AgriForeAnim;Agricultural and forestry products
market activity;bottom ash, MSWI-WWT, WW from wafer fabrication;4cbf9e9015513d9c366bb53031df6b8c;market for bottom ash, MSWI-WWT, WW from wafer fabrication;kilogram;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;3932;Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…];AgriForeAnim;Agricultural and forestry products
market activity;dross from Al electrolysis;416f0f9d17929167f69641d20b00d8df;market for dross from Al electrolysis;kilogram;GLO;ecoinvent_3.9.1_cutoff;3822;Treatment and disposal of hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;trifluoroacetic acid;344b5bec8245cb674052f8ce2265332d;market for trifluoroacetic acid;kilogram;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34160;"Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…]";Chemical;Chemical products
market activity;barium hydroxide;71dc04279a586159024337504f7e4d5f;market for barium hydroxide;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;fibre cement facing tile, large format;79d4b6da91f4d0b639f4c9f8d20661a2;market for fibre cement facing tile, large format;kilogram;GLO;ecoinvent_3.9.1_cutoff;2395;Manufacture of articles of concrete, cement and plaster;37540;Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;GlasNonMetal;Glass and other non-metallic products
market activity;morpholine;d39f1efa85b7833e0e2ec301c6ac52dd;market for morpholine;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34160;"Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…]";Chemical;Chemical products
market activity;eucalyptus seedling, for planting;66cf55a4fb714d9c6cfbafbdeca8b4c2;market for eucalyptus seedling, for planting;unit;GLO;ecoinvent_3.9.1_cutoff;130;Plant propagation;1961;"Live plants; bulbs, tubers and roots; cuttings and slips; mushroom spawn";;
ordinary transforming activity;blast furnace dust;7d4da6e687c971c9a613537e8e99b1f3;blast furnace dust to market for blast furnace dust, for recovery;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;wood wool boards, cement bonded;c7afdd330b2c647e24d538c8ce4de860;market for wood wool boards, cement bonded;cubic meter;RoW;ecoinvent_3.9.1_cutoff;1621;Manufacture of veneer sheets and wood-based panels;31220;"Wood wool; wood flour";ProcBio;Wood, straw & cork
market activity;polyacrylamide;3de927f96c53ca0ac446a2af1c0f5ef6;market for polyacrylamide;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;341;Basic organic chemicals;Chemical;Chemical products
market activity;photovoltaic slanted-roof installation, 3kWp, ribbon-Si, panel, mounted, on roof;f343e928b48888dec8e53a8c3490556d;market for photovoltaic slanted-roof installation, 3kWp, ribbon-Si, panel, mounted, on roof;unit;GLO;ecoinvent_3.9.1_cutoff;3320;Installation of industrial machinery and equipment;87360;Installation services of electrical machinery and apparatus n.e.c.;;
market activity;olive;e8116896f1da1458c9d41ca5714e05bf;market for olive;kilogram;GLO;ecoinvent_3.9.1_cutoff;126;Growing of oleaginous fruits;1450;Olives;OreMinFuel;Ores, minerals & fuels
market activity;cement, CEM III/A;8716c8b6f2df996ded54c67472212da9;market for cement, CEM III/A;kilogram;RoW;ecoinvent_3.9.1_cutoff;2394;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass and other non-metallic products
market activity;polyester-complexed starch biopolymer;05b8a4dd04554d1e45e050e26cfe0c96;market for polyester-complexed starch biopolymer;kilogram;GLO;ecoinvent_3.9.1_cutoff;1062;Manufacture of starches and starch products;23220;"Starches; inulin; wheat gluten; dextrins and other modified starches";ProcBio;Food & beverages, animal feed
market activity;waste emulsion paint, on wall;69d1510fb1fda6e4b2e7ea7593b8c331;market for waste emulsion paint, on wall;kilogram;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;industrial furnace, 1MW, oil;145b198b6e646f53b6ed5e2cac3f7e4f;market for industrial furnace, 1MW, oil;unit;GLO;ecoinvent_3.9.1_cutoff;2815;Manufacture of ovens, furnaces and furnace burners;43420;"Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]";MachElecTrans;Metal/electronic equipments and parts
market activity;lime, hydrated, packed;c7d075041447723e052defd7d3c10af2;market for lime, hydrated, packed;kilogram;RoW;ecoinvent_3.9.1_cutoff;2394;Manufacture of cement, lime and plaster;37420;Quicklime, slaked lime and hydraulic lime;GlasNonMetal;Glass and other non-metallic products
market activity;sewage sludge, 75% water, WWT, WW from maize starch production;beaefe2e699479c73e7c18b2b7c7aec7;market for sewage sludge, 75% water, WWT, WW from maize starch production;kilogram;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;uranium enrichment diffusion facility;028fc71b84772ce4215cca40ef4507f6;market for uranium enrichment diffusion facility;unit;GLO;ecoinvent_3.9.1_cutoff;4290;Construction of other civil engineering projects;53269;Other constructions for manufacturing;;
market activity;ryegrass-red&Egyptian clover-mixture silage;869972f33ab3b9ca61abf423b95fd28a;market for ryegrass-red&Egyptian clover-mixture silage;kilogram;GLO;ecoinvent_3.9.1_cutoff;161;Support activities for crop production;1919;Forage products, n.e.c.;;
market activity;solar collector system, Cu flat plate collector, one-family house, hot water;13f6535b6cc703d898f250e63b2d1467;market for solar collector system, Cu flat plate collector, one-family house, hot water;unit;GLO;ecoinvent_3.9.1_cutoff;4322;Plumbing, heat and air-conditioning installation;54631;Heating equipment installation services;;
market activity;waste concrete gravel;e46e66452f0afe490c593bda9aa6b38a;market for waste concrete gravel;kilogram;RoW;ecoinvent_3.9.1_cutoff;3830;Materials recovery;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;nickel concentrate, 7% Ni;b075578436e203f643453e16d673fea7;market for nickel concentrate, 7% Ni;kilogram;RoW;ecoinvent_3.9.1_cutoff;2420;Manufacture of basic precious and other non-ferrous metals;14220;Nickel ores and concentrates;OreMinFuel;Ores, minerals & fuels
ordinary transforming activity;marine fish;1c3d6925de312075338f3cdce3e86f99;landed anchovy to generic market for marine fish;kilogram;GLO;ecoinvent_3.9.1_cutoff;311;Marine fishing;4211;Wild freshwater fish, live, fresh or chilled;ProcBio;Food & beverages, animal feed
market activity;used blower and heat exchange unit decentralized, 180-250 m3/h;a97728fa64e8064562fd15e592a3c204;market for used blower and heat exchange unit decentralized, 180-250 m3/h;unit;RoW;ecoinvent_3.9.1_cutoff;3830;Materials recovery;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts, with earth tube heat exchanger;3f1aa7dc31077a0e5b8e059391b89893;market for ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts, with earth tube heat exchanger;unit;GLO;ecoinvent_3.9.1_cutoff;4322;Plumbing, heat and air-conditioning installation;44815;Fans and ventilating or recycling hoods of the domestic type;MachElecTrans;Metal/electronic equipments and parts
market activity;waste reinforcement steel;94065f915a768b0c50ea79ed2cbd3c42;market for waste reinforcement steel;kilogram;RoW;ecoinvent_3.9.1_cutoff;3830;Materials recovery;39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;used diesel-electric generating set, 18.5kW;78642d0156eb7b7c8aed3cec67285ef9;market for used diesel-electric generating set, 18.5kW;unit;GLO;ecoinvent_3.9.1_cutoff;3830;Materials recovery;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;hydraulic digger;1edde52e99d4cf30eee492710498c582;market for hydraulic digger;unit;GLO;ecoinvent_3.9.1_cutoff;2824;Manufacture of machinery for mining, quarrying and construction;44427;Mechanical shovels, excavators and shovel loaders, except front-end shovel loaders and machinery with a 360-de[…];MachElecTrans;Metal/electronic equipments and parts
market activity;gallium, semiconductor-grade;de42c824f46fc684a70a53bccfdba6d0;market for gallium, semiconductor-grade;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;sodium hydrogen sulfate;fdcd0934b7a2eac597e3eff81d3a3c13;market for sodium hydrogen sulfate;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;metaldehyde;c139c526310e5a5c48e9d9d86e3b6d2c;market for metaldehyde;kilogram;GLO;ecoinvent_3.9.1_cutoff;2021;Manufacture of pesticides and other agrochemical products;3466;Insecticides, fungicides, herbicides and disinfectants;Chemical;Chemical products
market activity;magnesium chloride, from titanium sponge production;460f39c08e600e8d42f573617d07c573;market for magnesium chloride, from titanium sponge production;kilogram;GLO;ecoinvent_3.9.1_cutoff;2420;Manufacture of basic precious and other non-ferrous metals;342;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;adhesive mortar;0aacdfd0d1a04c547801854b34911bfd;market for adhesive mortar;kilogram;GLO;ecoinvent_3.9.1_cutoff;2394;Manufacture of cement, lime and plaster;37510;Non-refractory mortars and concretes;GlasNonMetal;Glass and other non-metallic products
market activity;maintenance, tram;5b78dabf773d7a045c7874ddc6e65967;market for maintenance, tram;unit;GLO;ecoinvent_3.9.1_cutoff;3315;Repair of transport equipment, except motor vehicles;87149;Maintenance and repair services of other transport equipment;;
market activity;acrylonitrile;9a5d8b504b687999106456a802f9075e;market for acrylonitrile;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market activity;chlorosulfonic acid;60fcde0a572fbe1adb52ae447cf3a388;market for chlorosulfonic acid;kilogram;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
